name,author_title,review_text,review_rating
Max Express Courier Services llc,Mohammed Ashil,I am 3 years to give order for max corier company this max company was very very good serivce and i am happy with for this max corier company and this max company was respact and peace fuly talkin with Coustomers and respect all Coustomars i am happy with max company Rafshan is very good person and i wil never see like that person in my life thanku rafshan 😍👍🌷,5
Max Express Courier Services llc,Wardha Murtaza,I m very satisfied with Their Work. Deilvery on time working with them Almost 2 years All Staff is very Professional Specially Mrs Laxmi is Very Helpful In All Matters Thank you Max Team 🤍🤍🤍,5
Max Express Courier Services llc,Kerk Urgel,They can do same day delivery! (not all location although) They can collect money in behalf of  you. Good for small business. Fast service!,5
Max Express Courier Services llc,Yikirta Teferi,It's so nice max delivery provider us good fast service waoo I like it ..Rafsan is good Man .,5
Max Express Courier Services llc,Jane Castillo,we've been working with max for almost 4 yrs now.  and so far they didnt disappoint us especially when we have urgent delivery. :),5
Max Express Courier Services llc,Mehdi Belrhalia,Excellent service provided by M. Aliakbar who accepted last minute change and kindly postponed delivery to evening time 10pm.,5
Max Express Courier Services llc,陈丽群,"Hi
Good courier service max express service and hear have two person chinamall ajman well service",5
Max Express Courier Services llc,Shahir Koleth,Nice service and very fast service also.. specially Ms.Rooja she is very helping mentality,5
Max Express Courier Services llc,Sahil_karaki@gmail.com S5425575,"Good service , recommended , special thanks for Ms Fatima from customer service to solve my issue",5
Max Express Courier Services llc,rajkumar nair,"We frequently use MAX Courier to send many parcel across the country, and I have nothing but positive things to say about my experience. From start to finish, their service was exceptional.

First and foremost, the process of booking our shipment is incredibly easy. Just give them a call, and the beauty is, they assign personal agents to take care of the customers, here my special mention is Ms Remya and Ms Sree Lakshmi, who handles our packages . And they are doing a great job. The pick up agents are very friendly..
Additionally, their pricing are very competitive.

Our shipments are always very fragile electronic equipment and i can easily vouch for them as a single package is not damaged any time.

Once my shipment was booked, I was kept well-informed throughout the entire process. I received regular updates on the status of my package, which gave me peace of mind knowing that it was on its way and everything was going smoothly.

Overall, I am so happy with the service that MAX Courier provides..Their easy booking process, competitive pricing, and exceptional delivery experience have made me a loyal customer. I highly recommend them to anyone in need of reliable and professional courier services.",5
Max Express Courier Services llc,Lamite General Trading,"The service was very good, especially special mention for the cooperation received from Ms. Sreelakshmi was one of the best in customer care. Till the time parcel was delivered Sreelakshmi was in continuous follow-up. The service and support given were outstanding. Keep it up.
Best wishes.",5
Max Express Courier Services llc,Sanjeev Kumar,As a trading company without a proven & trustworthy transporter / forwarder is a nightmare. I tried few courier / transport companies in UAE before I came across Max Express Courier Services LLC. They are excellent giving me complete peace of mind. I wish them good luck and hope they continue the good works!,5
Max Express Courier Services llc,English For all with HANNA,Very professional and save company dealing with you more than 1 years now  specially Miss.Remya hard luck,5
Max Express Courier Services llc,Saydu Mohammed Ansari (Abdullah),"I recently had the pleasure of using Max courier service for a package delivery, and I was thoroughly impressed with the service I received. The staff, including Greeshma, Sijil, and Rasheed, were all incredibly friendly and professional. They kept me informed of the status of my delivery every step of the way and made sure that my package arrived safely and on time.

I highly recommend Max courier service to anyone in need of reliable and efficient delivery services. The staff are a major asset to the company and truly go above and beyond to ensure customer satisfaction. Thank you, Max courier service, for a job well done!",5
Max Express Courier Services llc,Kenny Ann Pajarillaga,"the staff name afsha is very good in customer service, she makes sure that all my shipment will run smoothly, thogh sometimes their driver is lacking of communication but Afsha is always there for me to save the day, I cant imagine without Afsha it will be difficult, shes really an asset of this company.",5
Max Express Courier Services llc,Dileep Nair,Our domestic courier partner is Max Courier since long time. We are extremly happy to associate with Max. Excellent support from Ms Remya; her Prompt response and followup is much appreciated. Keep going…,5
Max Express Courier Services llc,Uma Thekke veettil,"I am happy to deal with Max Express couriers for my official purpose. Mr. Ashmil, who I am continuously dealing with helped me a lot to arrange collections and delivery with in a stipulated time. Hope I will come your office to thank you in person for helping my company for smooth business.",5
Max Express Courier Services llc,amrec group,"Timely delivery, great service and committed staff.",5
Max Express Courier Services llc,HASH DESIGNS,Excellent service. we are dealing with  max courier for past 3 years . Their  service is great. Mr.Ramshad and the entire team is very responsive and committed to provide the best in-class service. Really great to have them as our delivery partner.,5
Max Express Courier Services llc,f2 technology,"Safeed is best man who know his responsibility & do the work always on time.
Best service provider in UAE",5
Max Express Courier Services llc,vimal kumar Venugopal,"I am So happy with their service and special mention to their staff, Mr. Shaheed. He was very alert till my courier reached to my hand.I was suppose to post this review 2 months ago. The service fee is also cheaper than any other courier companies. Good job Mr.Shahid.",5
Max Express Courier Services llc,Thiago Balducci,"I needed Max Express to actually purchase something for me in Sharjah and deliver the same day in Dubai.
Fathima was very friendly, coordinated the whole process in less than 3 hours from my first contact to final delivery in Dubai.
Super recommended, transparent and quality services! Well done!",5
DHL Service Point (DHL DEIRA),ABUBAKR OMER,DHL Courier Center provides fast service and an excellent location,4.0
DHL Service Point (DHL DEIRA),ahmed abdo,Good but expensive,4.0
Max Express Courier Abu Dhabi,Akbar Ali,Fast and economical. But there should be proper update required to the originator during sensitive documents transfer.,4.0
DHL Service Point (DHL DEIRA),al dhawi trading karachi,,4.0
FedEx Service Center- Al Quoz,Asgar Ali EB,,4.0
Aramex,ashraf ashour,good,4.0
Aramex,B L A C K C L U B,,4.0
DHL Service Point (DHL DEIRA),Backup Dec Twenty eighteen,,4.0
FedEx Service Center- Al Quoz,Daniel Sarfo,,4.0
Aramex,Deepu Varghese M,It's in the 2 floor of mall. You can use either Ikea parking or health hub parking,4.0
FedEx Service Center- Al Quoz,derrick Zohan Nanayakkara,Still carefully practicing Covid guidelines. Efficient and very professional,4.0
Max Express Courier Abu Dhabi,dhamodharan bhaskaran,,4.0
Aramex,Far Ansari,New branch al gurair center,4.0
FedEx Service Center- Al Quoz,Follow Me,,4.0
FedEx Service Center- Al Quoz,Gayan Senanayaka,,4.0
DHL Service Point (DHL DEIRA),Ghass N,The caller center agent was very helpful and polite. I got what I need swiftly but had to wait 10 mins.,4.0
Aramex,Ghassan Kandil,,4.0
Max Express Courier Abu Dhabi,Hafees Hakim,"Fast and reliable delivery btw Emirates  at a cheap rate, I recommend this",4.0
Max Express Courier Abu Dhabi,Hafi Hamo,Good service with on time delivery,4.0
DHL Service Point (DHL DEIRA),hassan shamby,,4.0
FedEx Service Center- Al Quoz,Houwayda Hamel,Good but his place small,4.0
Century Express Courier Service,Jino Jose,"Good experience. The customer care representatives were polite and efficiently arranged for the delivery, which was delivered to the collection centre the next day itself. The only drawback was that the tracking system did not update the status when it was ready for collection, resulting in  a one day delay.",4.0
Aramex,Joyal,Easy to receive and good service.,4.0
FedEx Service Center- Al Quoz,Kamran Khizar,My favorite. Must try,4.0
FedEx Service Center- Al Quoz,Kunal Bhanushali,Friendly staff,4.0
FedEx Service Center- Al Quoz,lijo joy p,Good Service..,4.0
Aramex,MAHA j,Good,4.0
FedEx Service Center- Al Quoz,Mahesh Shahani,,4.0
Max Express Courier Abu Dhabi,Masoud hassan poor,,4.0
FedEx Service Center- Al Quoz,Matrix,"Today I met Mr Zahir , FedEx delivery man he delivered one shipment to our office with a big smile he left a very positive vibe Thank you Mr Zahir",4.0
DHL Service Point (DHL DEIRA),Michael Odukoya,,4.0
Aramex,Mohamed Rafiqudeen,,4.0
Aramex,Mohamed Rashad,,4.0
Max Express Courier Abu Dhabi,Mubasar Hussain,They don't do domestic  delivery services,4.0
DHL Service Point (DHL DEIRA),Mubin Ansari,,4.0
FedEx Service Center- Al Quoz,Muhammad Anees Khan,,4.0
Max Express Courier Abu Dhabi,Muhammad Siddique,I believe they are doing good,4.0
Max Express Courier Abu Dhabi,Mujahid Toor,Good services,4.0
DHL Service Point (DHL DEIRA),muntaser aldib,Good service,4.0
FedEx Service Center- Al Quoz,Naveed Iqbal,,4.0
Max Express Courier Abu Dhabi,Naveed Masih,,4.0
Aramex,Qaisar Sabri,,4.0
Aramex,Raja Zubair,Good,4.0
Aramex,Rizalino Funtanilla,,4.0
DHL Service Point (DHL DEIRA),Rizwan Afr,It's a good experiences for every one to enjoy the fast and speedy cargo compny but I am a little disagrees with their shipment prices.,4.0
Max Express Courier Abu Dhabi,Rodolf The Reviewer,On time delivery ensured,4.0
Aramex,samer diyab,They are back to provide a good job as before,4.0
Aramex,Sami Ullah,Quick service.,4.0
DHL Service Point (DHL DEIRA),sarfaraznawaz makandar,,4.0
Aramex,shoun D (Shoun),Good service,4.0
Aramex,siamak nayeri,Good company but different service from different employee,4.0
Aramex,Soumen Bhowmick,,4.0
Aramex,Surendra Varma,Nice customer service,4.0
DHL Service Point (DHL DEIRA),Syed Razzaq Ahamed,,4.0
DHL Service Point (DHL DEIRA),Teena Reji,,4.0
FedEx Service Center- Al Quoz,Wali Ahmad,,4.0
FedEx Service Center- Al Quoz,waseem al halabee,,4.0
Aramex,بلوجر نسرين بنت محمد,"Umm Ramool branch is fast in delivery. Honestly, I don't sit a lot and the employees are respectful",4.0
DHL Service Point (DHL DEIRA),عبدالباسط جهماني,fast service,4.0
Zajil Express,Wafy Harthi,"Almost the best companies. Now I see Fastlo is much better than it. Fast delivery, but there is a slight difference in price.",4.0
Zajil Express,ابو رانسي,Transport and shipping of goods at good prices.,4.0
Zajil Express,Sale@hotmail.com 1123456,Excellent services in transporting goods. Their prices are very competitive. They have many branches in some areas of the Kingdom,4.0
Zajil Express,maged almaged,"The price is considered high, but the service is excellent. Thank you to Brother Khaled, Al-Jisr branch",4.0
Zajil Express,Wajdi Saad,"Their prices are expensive, but the behavior of the branch employee is very excellent",4.0
Zajil Express,Tlal Ahmed,"Beautiful, but most customers complain about not answering the phone to prepare the order",4.0
Zajil Express,taleen&fofo Shawish,Good,4.0
Zajil Express,Wm Mw,Good I recommend it,4.0
Zajil Express,Mohammed Alslwmi,Acceptable prices and courteous treatment by employee Hashem in the Al-Jisr district branch in Al-Khobar Thank you to this employee and those like him,4.0
Zajil Express,abo roua3003,it's OK,4.0
Zajil Express,hussain altaitoon,Excellent service with the distinguished employee in the branch,4.0
Zajil Express,Hadi Dhuwaien,The order was delivered on time (3 days) The shipment was not compensated for any damage 👍🏻 The shipping price is very excellent 👏🏻👏🏻,4.0
Fedex Express,Abdullah Shahid (Abey),,4
FedEx Service Center - Dubai Internet City,Abooyasir Edavanna,Fedex team is great team as they can deliver almost item on right time. They have good connection all over the world,4
Saudi Post,ADIL AHMED,English speaking representative available here,4
Fedex Express,Adwin Sooraj,,4
Saudi Post,ali diab,"(Translated by Google) Good but slow service due to lack of staff

(Original)
جيد ولكن الخدمة بطيئة لقلة الموظفين",4
Saudi Post,basha,Good,4
Fedex Express,Chaudhry Faisal Sivia,,4
Fedex Express,CNC Machinist RMB,Good service,4
FedEx Service Center - Dubai Internet City,Deepak Bhatia,,4
Saudi Post,Djsmsm م,"(Translated by Google) Speed ​​up the work

(Original)
سرعة الإنجاز",4
Saudi Post,Emad Menem,"(Translated by Google) Excellent and fine work

(Original)
ممتاز وعمله رقيه",4
Saudi Post,esraa zayan,"(Translated by Google) Collaborative and highly ethical

(Original)
متعاونين وقمة الاخلاق",4
Saudi Post,Fadi Diri,"(Translated by Google) One of the Saudi Postal centers and shipping prices are reasonable

(Original)
احدى مراكز البريد السعودي واسعار الشحن مناسبة",4
Saudi Post,Faisal Warrad,,4
Saudi Post,Free3b1,"(Translated by Google) The employee is friendly and helpful, but the problem is that the place is small and it is difficult to see, so whoever reaches it must be someone with precise or sharp eyesight.

(Original)
حبيب وخدوم الموظف بس المشكلة المكان صغير وبصعوبة بنشاف فاللي بيوصل له لازم يكون شخص لديه دقة أو حدة في النظر .",4
SPL,K Bit,"The low rate on maps actually surprised me. I've been collecting from this branch for quite sometime, and have always had a real good experience. Fast, efficient, straightforward and friendly. Yes things can always be improved somewhere, but I'm just happy to keep dealing with this branch",4
Zajil Express,Maaen Babbili,"Before was a very bad place .. but now .. its very good one , there is an good stuff called Amer for Sudan , that Guy is the best in all Zajil ,,

Easy , fast ,, and cheap Chiping",4
FedEx Service Center - Dubai Internet City,Matias Sillanpaa,I got friendly and knowledgeable service.,4
Zajil Express,Mohamed Salah,"Fast cheap service, you can ask for payment on delivery service",4
SPL,Nana Sabdani,Everyone was helpful and patient starting with the security guard outside despite the language barrier they always do their best to help their clients. I never had a problem with regards to claiming my packages from them. The supervisor was so hands on and everyone was just accommodating.  God bless you all,4
SPL,Riyaz Shaikh,"Very good office of Saudi Post providing postal and parcel services.

Neat and clean office, polite staff and quick service.

Submit your tracking no on paper received in sms along code and u get ur parcel in minutes.
Option to pay online and pos terminals",4
SPL,Sonu Anand,If you are going to collect parcel then you have to write the courier number in a paper and gave it to them.,4
Zajil Express,taleen&fofo Shawish,Good,4
Fedex Express,Udara Madubhashana,Good service for international priority shipping...,4
Zajil Express,Umm Barakah AK,Convenient way to send cargo like boxes locally. Their rates are competitive too,4
Fedex Express,Usama Kidwai,,4
Fedex Express,YAQOOB AL ZAROONI,"I had an issue with tariffs , custom duty and vat charges which was double the price of the item I’ve ordered !! Complained and they fixed it within 5 days",4
Zajil Express,Yasir Rafique,Service is good,4
Saudi Post,ابو مشعل,"(Translated by Google) Fast service and helpful guys

(Original)
خدمة سريعة وشباب خدومين",4
Cloud Express Courier Services LLC,Omar M.Sobhi,,4
Droply Express Delivery Services,Happy Saini,Normal place,4
Droply Express Delivery Services,raaz dangi,,4
Droply Express Delivery Services,Arghavan Gh,,4
Droply Express Delivery Services,Hafsa Taj,,4
Max Express Courier Services llc,Dolphy Paul,Good coverage and reachability. Sunday off is to be revised. Retail businesses are on !,4
Max Express Courier Services llc,Gini Govindan,"Thank you for your service and quick delivery which enable our customer to meet our deadline– excellent service.
Picked up on time, keep me informed at each stage specially Ms Remya providing excellent service personally and delivers the products securely and on time.
Though rate comparatively with other courier company bit high still, i am happy with their service .",4
Max Express Courier Services llc,DODO DODO,"So far they have been good..little expensive as compared to other courier services.. they also do next day or same say deliveries depending upon the area, day, time.",4
Max Express Courier Services llc,Amir Mohammed,"Max courier is very good service
And hear chinamall Rafshan also very good person good service also",4
Max Express Courier Services llc,Cathy Coleman,"Service was quick & driver was nice. The only problem was that there was only  one very small driver to deliver a 325 pound box in a crate then expected my husband to help haul & carry it into the house by hand! What if it was only me at the house, there would have been no way to get the box out of the truck into our house. My husband's back hurt him for several days afterwards.",4
Aramex,-S-M -T-A,Very poor customer service at the company's main center. I called for more than an hour and no response or call back This shows a lack of interest,3.0
Aramex,Akhil Dileep,,3.0
DHL Service Point (DHL DEIRA),Ashraf Khan,DHL office in Garhoud.,3.0
Max Express Courier Abu Dhabi,ASIF MANNARTHODI,Courier is ok but not a professional,3.0
DHL Service Point (DHL DEIRA),Azarudeen Majeeth,Good service and safe location,3.0
DHL Service Point (DHL DEIRA),Bakasambe umar Abduraheem,"For all shipments,trust them.",3.0
DHL Service Point (DHL DEIRA),EJIOFOR IK,,3.0
Aramex,Fahad Afzal,Long queue time,3.0
Aramex,Hamdi Al Mahmoud,Aramex means mail transportation,3.0
Aramex,Haroon Muhammed Essa,,3.0
FedEx Service Center- Al Quoz,Ismaiel Benzattat,,3.0
Max Express Courier Abu Dhabi,Jibikumar P.V,,3.0
FedEx Service Center- Al Quoz,Kamlesh Bhandari,,3.0
Century Express Courier Service,Katrina Saducos,I recieved a fraud sms parcel notifications using your company name. I didn't order anything but it says out for Delivery. You may face some delays due to the prevailing uncertain situation.,3.0
FedEx Service Center- Al Quoz,khalil al shirawi,,3.0
DHL Service Point (DHL DEIRA),Michael Shaker,,3.0
DHL Service Point (DHL DEIRA),Nabeel Mohammed Rafi,,3.0
Aramex,naheem ahamed,,3.0
Aramex,Nicu Danilov,,3.0
Max Express Courier Abu Dhabi,Niloufer Variava,Response from hrad office is sad,3.0
Century Express Courier Service,Renalyn Buot,"Working with them since 2020 is a satisfaction I could ever experience. From the courier to office, all are very accommodating. They put their heart to what they do. Ms.Naznin, Mr.Hussain, Kuya Ameer, Mr.Najid and Mr.Santhosh. I might forget the rest, but I couldn't forget your kindest towards your customer. I highly recommend this company. Easy to reach and great service 🙏🙏🙏",3.0
Century Express Courier Service,Sheila May Nuezca (SMN),"Service is okay but there is something that is giving me hard time when booking— there is this NOTICE sign in the homepage that is not mobile user-friendly. Please kindly ask your IT team to remove it because we are not always using our laptops and PC to book the shipments, most of the time we use our phones so having this NOTIFICATION in the homepage that just won’t go away and won’t let us get through the booking because it does not fit out screen properly and cannot be minimized is a burden.",3.0
Max Express Courier Abu Dhabi,SHEKH KHALIDRAJJA,Not good service,3.0
DHL Service Point (DHL DEIRA),tauqeer ahmad,,3.0
Max Express Courier Abu Dhabi,Umar,,3.0
Max Express Courier Abu Dhabi,Wajid Nauman,,3.0
Aramex,‫طارق الفقيه (‪Tareq bd‬)‬,,3.0
Aramex,Amirhossein Hemmatyar,"I'm not complaining about the staff but the whole concept of verification and handover. I have recently established my company in Dubai as an expat, I have opened a bank account and here, Aramex is the courier for bank delivery by default. So today I was notified my debit card and cheque book were ready to collect from an Aramex outlet. I walked a long distance only to know that they need Emirates ID to give me my package. I have a flight tomorrow morning to my hometown and will not be here for another month and I REALLY REALLY needed my debit card for my next trip. It's been 6 days now I've been waiting for my Emirates ID card to come but it just won't and I had my passport, shipment number, residency sticker, their SMS and I look perfectly like my passport photo but they don't accept anything but the Emirates ID card. This is far from flexible But I gotta hand it to them, their customer service is great. They send messages, call you and try in every possible way to contact you and followup your pickup or delivery",3.0
FedEx Service Center- Al Quoz,Amith Castelino,,3.0
FedEx Service Center- Al Quoz,Aravind Viswanath,Very slow service,3.0
FedEx Service Center- Al Quoz,Arsalan Khan,,3.0
Aramex,Amirhossein Hemmatyar,"I'm not complaining about the staff but the whole concept of verification and handover. I have recently established my company in Dubai as an expat, I have opened a bank account and here, Aramex is the courier for bank delivery by default. So today I was notified my debit card and cheque book were ready to collect from an Aramex outlet. I walked a long distance only to know that they need Emirates ID to give me my package. I have a flight tomorrow morning to my hometown and will not be here for another month and I REALLY REALLY needed my debit card for my next trip. It's been 6 days now I've been waiting for my Emirates ID card to come but it just won't and I had my passport, shipment number, residency sticker, their SMS and I look perfectly like my passport photo but they don't accept anything but the Emirates ID card. This is far from flexible But I gotta hand it to them, their customer service is great. They send messages, call you and try in every possible way to contact you and followup your pickup or delivery",3.0
FedEx Service Center- Al Quoz,Amith Castelino,,3.0
FedEx Service Center- Al Quoz,Aravind Viswanath,Very slow service,3.0
FedEx Service Center- Al Quoz,Arsalan Khan,,3.0
SPL,Abdulrahman Bashaikh,Fast service bad location,3
FedEx Service Center - Dubai Internet City,Ajmal Khan,R so much,3
BARQ,ashik ameen,"Always busy you want to wait too much time.., very lazy...,,",3
FedEx Service Center - Dubai Internet City,Assem Aman,,3
FedEx Service Center - Dubai Internet City,Bhawani singh,,3
FedEx Service Center - Dubai Internet City,colapz Chithari,Very bad customer service services,3
Fedex Express,Daniel Albert,,3
Saudi Post,Hanic Chowdury,,3
SPL,Mohammad Naseem,I have received my Professional Diploma from Europe via SPL but SPL didn't deliver to my address so I need to picked by myself from SPL,3
BARQ,Nofal Nofal,"(Translated by Google) It is a company that operates a ready-made application
But the problem lies in signing the order document
There are others to work with better freedom

(Original)
هو عبارة عن شركة مشغلة لتطبيق جاهز
ولكن المشكلة تكمن في التوقيع على سند امر
فيوجد غيره للعمل بحرية افضل",3
Zajil Express,Owais Nazim,Very far and they don't deliver,3
Fedex Express,Pawan Manghnani,,3
Fedex Express,Rishee V Madan,Place is good but they need to improve their service...,3
DHL Mall of the Emirates Service Point,Vik Shah,Nice upgrade and very efficient,3
Zajil Express,Yazeed Alkhodair,Lack to customers service,3
Cloud Express Courier Services LLC,Claudy sbs,,3
Cloud Express Courier Services LLC,Hassan Salem,,3
Droply Express Delivery Services,Marium Mohammed,,3
Max Express Courier Services llc,Ajuajmal Km,"I'm satisfied with their excellent service. With my experience without any delay my products reached the designation. Thank you so much to dear greeshma
For your sincere, dedicated, professional way of dealings..",3
FedEx Service Center - Dubai Internet City,Amir Khatibzadeh,,3
FedEx Service Center - Dubai Internet City,Amir Khatibzadeh,,3
FedEx Service Center- Al Quoz,almayasa Rashed,Customer service supposed to improve and professional !!,2.0
FedEx Service Center- Al Quoz,Arwa Shaheen,They did not deliver on time. My letter to my daughter took 10 days to deliver,2.0
DHL Service Point (DHL DEIRA),BABU B,,2.0
Zajil Express,Chilling Guys,The place is dirty and not clean,2.0
Aramex,Christian Quizon,"Prepare 1 hour during rush hour. Its gonna be a long and slow process. Started at 7:15pm Got it at 7:56pm The lady counter is very nice, to be honest. Its just that the number of picker is huge which cause delay.",2.0
Zajil Express,Faiz Shehri,excellent,2.0
Aramex,Faizan Farooque khan,,2.0
Aramex,Galaxy Note Bassy,"Only one desk with only one staff, a long queue and nowhere to sit whilst waiting.",2.0
DHL Service Point (DHL DEIRA),ghaida fml,decent,2.0
Aramex,Glaiza Marcelo,"Just today, they said they attempted to deliver my document. But I haven't received any calls today.. I was waiting since Monday to receive it. It's an important document by the way.",2.0
Zajil Express,Hassan,"Shipping is going from bad to worse. Shipping prices have been changed in an exaggerated manner, which makes us look for another company",2.0
Zajil Express,hassan alsufyani,"As usual, there is nothing new. Zajil branches are known for saying that the store is closed, the lights are on, and no one is there.. It is now 6 pm. Moreover, at the time of receipt, I found the shipment unpacked and barely put together in a bag with the bottom cut off, knowing that the shipper photographed it for me before shipping and it was in proper condition, but upon receipt it was as if they were throwing it in the car.",2.0
Century Express Courier Service,Hossam Hammad,Terrible service. Called them for a rushed delivery from abu Dhabi to Dubai. They said pick up will be before 3 pm same day and delivery next day. Turned out they went to the wrong address although I clearly stated my address on the web form I filled. Never showed up or called. Never used them again,2.0
Aramex,Humaira Khan,I have not received my debit card it been 2 weeks as my number was not available but I mentioned my two numbers two address office and home but it's of no use there number is of no help I went to burjaman sales desk he said u need to collect it with al ghurair it's just too much complicated if the delivery service cant help u with service what to do,2.0
Zajil Express,Lehna Faraz,,2.0
Century Express Courier Service,Marie Ethel N. Larredo,Quite disappointed with how after years of services they can't manage a simple request. The courier decided to close and cancel the collection of parcel when the call center clearly made a lucid agreement with client on pickup time. A supposed day delivery became 5 days due assumptions in communication. I'm hoping this would not happen to any other client.,2.0
DHL Service Point (DHL DEIRA),Mazen Hanana,Please update your working days.. Google still showing you are working on Sunday where you are not !!,2.0
Zajil Express,Mohamed Hammad,,2.0
Zajil Express,Reem Alabdli,They close before time It took 12 to 10 minutes and it was closed,2.0
Century Express Courier Service,Richard Dinoso,In my first here to make a delivery... Its very fast.. Book today then he get the item tomorrow and after tomorrow the item he already delivered and the next day he give the money from my costumer .......but for my second and third i make delivery my item. I will book today then he pick up tomorrow. After tomorrow he make delever.... But when he come back to give the cash from my costumer is after 3days its very long time im waiting for 3days,2.0
Aramex,saeed aa,"Very bad service, especially customer service on the phone",2.0
Zajil Express,Salem Alyami,I'm sorry,2.0
Zajil Express,Samer Yousif,office only,2.0
DHL Service Point (DHL DEIRA),samy shazly,,2.0
Aramex,Urchad AD,As usual....once you missed a call from them they don't bother to contact u if they are busy.,2.0
DHL Service Point (DHL DEIRA),Usuf G,,2.0
Aramex,World Tourism,I came 22.45 pm but it's closed and in Google showing 23.00pm will close. Plz fix it.,2.0
Zajil Express,أحمد الخليفة,,2.0
Aramex,الصافي نيكروس,Now 10:45 is close 😒,2.0
Zajil Express,ايمن المشهدي,Orders arriving incorrectly mean the cartons are open and the prices are high,2.0
Zajil Express,عبدالله ٠٥٣٧٩٩٣٨٦٦,The place would be better if they had arranged it,2.0
Zajil Express,محمد الجعمي,Very excellent,2.0
Zajil Express,محمد القوسي,Good. I waited outside for about half an hour. It was closed. The treatment was good. The place was good,2.0
Zajil Express,محمد المقطري,,2.0
Saudi Post,Adnan Alsouri,,2
Fedex Express,B Taleb,,2
Saudi Post,Dr. Khaled,"(Translated by Google) Unfortunately, the employee service is bad and there is a lack of interest, and the presence of tea and coffee is as if you are inside a grocery store

(Original)
للاسف خدمة الموظف سيئة وعدم اهتمام ووجود شاي وقهوة كأنك داخل تموينات",2
FedEx Service Center - Dubai Internet City,elrose can llantero,,2
Fedex Express,Er.Georgie Samuel,,2
SPL,eslam elkholy,"Very crowded with only one employee doing all work without any help from others
You will find before you more than 40 any time you go
Staff totally unprofessional",2
Zajil Express,hassan alsufyani,"(Translated by Google) As usual, there is nothing new. Zajil branches are known for saying that the store is closed, the lights are on, and no one is there.. It is now 6 pm.
Moreover, at the time of receipt, I found the shipment unpacked and barely put together in a bag with the bottom cut off, knowing that the shipper photographed it for me before shipping and it was in proper condition, but upon receipt it was as if they were throwing it in the car.

(Original)
كالعادة لا جديد اشتهرت فروع زاجل بأن المحل مغلق والانوار شغالة ولايوجد احد ..الساعة الان ٦ مساء
زد على ذلك وقت الاستلام وجدت الشحنة مفككة التربيط بالكاد مجتمعة في كيس مقطوع من الأسفل مع العلم بأن الشاحن صورها لي قبل الشحن وهي في حالة مناسبة ولكن عند الاستلام وكأنهم كانوا يرموها في السيارة رمي",2
Zajil Express,Hassan Mohammed,This is the main office in Dammam where it is placed in area that is not well paved and asphalted. It is placed on the port road which is normally crowded with heavy trucks and vehicles.,2
BARQ,Mohd Ashfaq,The delivery might be good. But the way they are treating their delivery agents is terrible,2
BARQ,Mohd Ashfaq,The delivery might be good. But the way they are treating their delivery agents is terrible,2
Zajil Express,S Km,Needs improvement,2
SPL,Salah Sobhy,"Good Service provided that you keep tracking your shipment and know exactly where it moves around between Head Office and its branches.

Update:
Service is declining horribly. In an hour time frame, only three customers were served.",2
Zajil Express,Samer Yousif,office only,2
Saudi Post,Zaher,"(Translated by Google) High prices and no payment upon receipt

(Original)
اسعار مرتفعه و لا فيه تدفع عند الاستلام",2
Cloud Express Courier Services LLC,Катерина Ховалкина,"Delivery from Dubai to Canada takes forever, what kind of express delivery is that. Then they were saying that it's wrong address. 1 week parsel in transit. Then I'm trying to reach this company by phone numbers, no response in working hours. I called them 10 times, it's 9am, no one answer!!!! What is that?!",2
Max Express Courier Services llc,Maryam Magdy,"Sent an email to ask about business rates, no response.
Called and the lady is totally ignorant and doesn't understand what do I mean by opening business account even after I explain many times😂🤦🏻‍♀️",2
Aramex,Abdullah Majid,Worst delivery I ever seen the driver even won’t reach the delivery area he will give you one miss call 2 hours before he reaches if you missed this call you won’t receive your order that day. Like seriously I picked the delivery day delivery time just reach the destination and deliver it.,1.0
Max Express Courier Abu Dhabi,Abdullah Shlash,,1.0
Zajil Express,abdulrahim alaqili,Not committed to working hours I came to them at 9:30 in the morning and they were still closed,1.0
Aramex,Abdulrahman A,"As usual Armex still maintaining the worst customer service, their systems shows the package at the location, while its not, twice happened for the same..",1.0
Century Express Courier Service,Abdurahem Mahusay,"Very bad service. Like you are begging them just to answer your call. Not recommended at all for online sellers, they are the only courier that charges returns of your parcels even if its their fault in not delivering the item. Plus, they donot give your money even after 20days of delivery. You will think someone is using first your money. Plus look out for times that they will not deliver your items for more than a week due to their internal problems. Online sellers, beware! Got tired of this company.",1.0
Aramex,abeer helmy,"The guy called and said he is in the area and wil come in a minute, then I spent 80 minutes trying to reach him or anyone in this company without any success. Then finally I reached the live chat where she asked me to hold on and then came back to ask my name and then asked me to hold on again and then said she couldn't reach him. This chat took additional 15 minutes. And now it's almost 2 hours and I am still waiting without knowing anything about my order because the tracking link is not working either.",1.0
Aramex,Abhilash Surendran,Worst service!!! Never opt for pick up!,1.0
Aramex,Abid Valiyil,"Very worst courier service in the UAE, it’s shame such a fraudulent company exists in Dubai. No response to the Costumer calls or emails.",1.0
Zajil Express,Abo Faisal,,1.0
Zajil Express,abo moham,They do not communicate with customers,1.0
Zajil Express,Abo Zaued,,1.0
Aramex,Abood Braha,"Bad company, not punctual, I do not recommend it because they will fail you 👎🏻👎🏻👎🏻👎🏻👎🏻",1.0
DHL Service Point (DHL DEIRA),Adel Rashed,Weak service and alot of additional payment,1.0
